id,difficulty,project_size,source_file,favored_simplicity,favored_complexity,lost_information_compression,misprioritization,feature_oriented,fix_oriented,structural_change_bias,unclear,accurate,vague_commit_message,simple_commit_message,detailed_commit_message,refactor_oriented,modification_bias,test_oriented,agent_exact_match,agent_similarity,agent_bleu3,agent_rouge_l,bypass_exact_match,bypass_similarity,bypass_bleu3,bypass_rouge_l,delta_exact_match,bypass_wins_exact_match,agent_wins_exact_match,delta_similarity,bypass_wins_similarity,agent_wins_similarity,delta_bleu3,bypass_wins_bleu3,agent_wins_bleu3,delta_rouge_l,bypass_wins_rouge_l,agent_wins_rouge_l
1506393014,medium,medium,2025-12-03-qwen3-pass-classifications,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2233733383563855,0.0324071415624818,0.3493742288031024,0,0.9669289663972778,0.9934426009207952,0.9944480034166132,0,False,False,0.7435556280408923,True,False,0.9610354593583134,True,False,0.6450737746135108,True,False
4886326609,hard,medium,2025-12-03-qwen3-pass-classifications,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.1212259951672389,0.0014601563442672,0.1718213058419243,1,1.0,1.0,1.0,1,True,False,0.8787740048327611,True,False,0.9985398436557328,True,False,0.8281786941580758,True,False
18238461500,hard,large,2025-12-03-qwen3-pass-classifications,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.843190779496512,0.9831557168521956,0.9384288747346072,0,0.9229135053110774,0.902052679431644,0.969298245614035,0,False,False,0.07972272581456541,True,False,-0.08110303742055158,False,True,0.03086937087942776,True,False
20517112572,hard,medium,2025-12-03-qwen3-pass-classifications,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8916488704057548,0.9253351562230014,0.9393398751115076,0,0.9998767865943816,0.9990145352607882,1.0,0,False,False,0.10822791618862682,True,False,0.07367937903778676,True,False,0.06066012488849237,True,False
27727737447,easy,medium,2025-12-03-qwen3-pass-classifications,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.411925210234389,0.2317620878057396,0.5991324317427915,0,0.7773039474677335,0.8615255803158539,0.9038131226382686,0,False,False,0.36537873723334446,True,False,0.6297634925101143,True,False,0.3046806908954771,True,False
29257980436,easy,medium,2025-12-03-qwen3-pass-classifications,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.6348155156102175,0.7365209502226926,0.7397260273972603,1,1.0,1.0,1.0,1,True,False,0.36518448438978246,True,False,0.2634790497773074,True,False,0.26027397260273966,True,False
30535717363,easy,huge,2025-12-03-qwen3-pass-classifications,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9920529801324504,0.9847660379362376,0.994934143870314,1,1.0,1.0,1.0,1,True,False,0.007947019867549643,True,False,0.015233962063762374,True,False,0.005065856129686019,True,False
39531423584,hard,medium,2025-12-03-qwen3-pass-classifications,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.973175965665236,0.9874658036064546,0.9903133903133904,0,0.9902497027348396,1.0,1.0,0,False,False,0.01707373706960358,True,False,0.01253419639354536,True,False,0.009686609686609615,True,False
45626539229,easy,large,2025-12-03-qwen3-pass-classifications,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6815354921724213,0.6166450447672258,0.8102918586789555,0,0.5061119450997211,0.362860994601744,0.6794543904518329,0,False,False,-0.17542354707270014,False,True,-0.25378405016548183,False,True,-0.1308374682271226,False,True
46568911574,hard,large,2025-12-03-qwen3-pass-classifications,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.6022009374363155,0.5092669075722075,0.7386028205969171,0,0.9633856395625298,0.953935940553596,0.9781798829164448,0,False,False,0.36118470212621423,True,False,0.4446690329813885,True,False,0.2395770623195277,True,False
71222375962,hard,medium,2025-12-03-qwen3-pass-classifications,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.1553232814721371,0.0046298371515835,0.2668288726682887,0,0.9676818646002284,0.9736496353582118,0.9797360980207352,0,False,False,0.8123585831280913,True,False,0.9690197982066283,True,False,0.7129072253524465,True,False
73567426006,hard,medium,2025-12-03-qwen3-pass-classifications,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4422433883878812,0.3724444857360554,0.5001401738155312,0,0.6541271182229289,0.8424101889447652,0.7292494250470417,0,False,False,0.21188372983504772,True,False,0.4699657032087098,True,False,0.2291092512315105,True,False
74343481119,hard,small,2025-12-03-qwen3-pass-classifications,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9900108316283548,0.991520309024871,0.9984840828701363,1,1.0,1.0,1.0,1,True,False,0.009989168371645207,True,False,0.008479690975129017,True,False,0.0015159171298636531,True,False
78890468565,hard,large,2025-12-03-qwen3-pass-classifications,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2147053177193318,0.0845695927178046,0.3146381196183384,1,1.0,1.0,1.0,1,True,False,0.7852946822806682,True,False,0.9154304072821954,True,False,0.6853618803816617,True,False
80135965120,medium,large,2025-12-03-qwen3-pass-classifications,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8401443479957086,0.8648658128191157,0.8995173321632295,1,1.0,1.0,1.0,1,True,False,0.15985565200429142,True,False,0.13513418718088432,True,False,0.10048266783677051,True,False
90998825390,hard,small,2025-12-03-qwen3-pass-classifications,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5918920955466807,0.599929786725712,0.7397783721818877,0,0.8240524451812222,0.8544043366766174,0.907252440725244,0,False,False,0.23216034963454157,True,False,0.25447454995090546,True,False,0.16747406854335634,True,False
93141973279,hard,large,2025-12-03-qwen3-pass-classifications,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1796723621631143,0.0074559390087791,0.2684288905435592,1,0.9999412835417768,0.9993022894944046,1.0,1,True,False,0.8202689213786625,True,False,0.9918463504856255,True,False,0.7315711094564408,True,False
97414753272,hard,medium,2025-12-03-qwen3-pass-classifications,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8694029850746269,0.829559790753076,0.9238578680203046,0,0.693069306930693,0.9606872358363592,0.850828729281768,0,False,False,-0.17633367814393386,False,True,0.13112744508328322,True,False,-0.07302913873853656,False,True
103174421845,easy,small,2025-12-03-qwen3-pass-classifications,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.9748734295893492,0.993139945199973,0.9931662870159452,1,1.0,1.0,1.0,1,True,False,0.025126570410650806,True,False,0.006860054800027049,True,False,0.006833712984054774,True,False
103436751760,medium,medium,2025-12-03-qwen3-pass-classifications,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5055029434348606,0.3894156582033519,0.6822262118491921,1,1.0,1.0,1.0,1,True,False,0.4944970565651394,True,False,0.6105843417966481,True,False,0.3177737881508079,True,False
112177815245,easy,medium,2025-12-03-qwen3-pass-classifications,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9711207884483154,0.9749070432207324,0.982741116751269,1,1.0,1.0,1.0,1,True,False,0.028879211551684603,True,False,0.025092956779267594,True,False,0.01725888324873104,True,False
118865208997,easy,medium,2025-12-03-qwen3-pass-classifications,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.871850699844479,0.8983371450212135,0.9154098360655738,1,1.0,1.0,1.0,1,True,False,0.12814930015552095,True,False,0.10166285497878647,True,False,0.0845901639344262,True,False
120506932938,hard,large,2025-12-03-qwen3-pass-classifications,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.1818845031485179,0.0725490395384532,0.2178310985650435,1,0.999961604914571,1.0,1.0,1,True,False,0.8180771017660531,True,False,0.9274509604615468,True,False,0.7821689014349564,True,False
124226477194,easy,medium,2025-12-03-qwen3-pass-classifications,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9387953818333564,0.967718385244684,0.9698431845597104,1,1.0,1.0,1.0,1,True,False,0.061204618166643576,True,False,0.03228161475531599,True,False,0.030156815440289586,True,False
125683199024,easy,medium,2025-12-03-qwen3-pass-classifications,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1328493647912886,0.005937743373203,0.1761658031088083,1,1.0,1.0,1.0,1,True,False,0.8671506352087114,True,False,0.994062256626797,True,False,0.8238341968911918,True,False
128300989248,hard,medium,2025-12-03-qwen3-pass-classifications,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9678367947068554,0.9837759828972286,0.9832669322709164,0,0.7053850395147951,0.7591346985257256,0.8309859154929579,0,False,False,-0.2624517551920602,False,True,-0.224641284371503,False,True,-0.15228101677795858,False,True
131781923267,easy,small,2025-12-03-qwen3-pass-classifications,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.2639817990424122,0.0881006464116481,0.4197317178710515,1,1.0,1.0,1.0,1,True,False,0.7360182009575877,True,False,0.911899353588352,True,False,0.5802682821289484,True,False
131898172532,hard,large,2025-12-03-qwen3-pass-classifications,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4072096758953037,0.2157911805337402,0.6080713047784105,1,1.0,1.0,1.0,1,True,False,0.5927903241046963,True,False,0.7842088194662598,True,False,0.39192869522158946,True,False
