,id,name,default_branch,license,stargazers,created_at,topics,programming_language,scenario,project_size,project_activity,difficulty,commits,branches,releases,forks,watchers,contributors,blank_lines,code_lines,comment_lines,last_commit,scenario_type,merge_commit_hash
220662483217,google/maxtext-merge-00000,google/maxtext,main,Apache License 2.0,1452,2023-02-28T07:47:29,gpt;large-language-models;llm,python,"{'merge_commit_hash': 'e0bbcb6e3e62310454ce2e42f2c3cd4dc18cc586', 'parents': ['b2530831d8368ff847e927a37fab7d2fef4c67be', '92c1558843887b82c439582b9dcdde44cb97a4a4'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['MaxText/layers/attentions.py']}",medium,day,easy,1494,643,1,270,28,68,4243,17605,7311,2024-09-14T04:32:32,merge,e0bbcb6e3e62310454ce2e42f2c3cd4dc18cc586
64938970296,google/maxtext-merge-00016,google/maxtext,main,Apache License 2.0,1452,2023-02-28T07:47:29,gpt;large-language-models;llm,python,"{'merge_commit_hash': '776c12b09ef46631cd936d8ecb70be02746bd836', 'parents': ['8f1bbf108bc4193f34ac3512daf56a2778858e85', 'fbdcdcd6c2fbb225da3d668384a892dde7d6ee7a'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['MaxText/layers/attentions.py']}",medium,day,easy,1494,643,1,270,28,68,4243,17605,7311,2024-09-14T04:32:32,merge,776c12b09ef46631cd936d8ecb70be02746bd836
329472701736,nerfstudio-project/nerfstudio-merge-00003,nerfstudio-project/nerfstudio,main,Apache License 2.0,10469,2022-05-31T06:17:37,3d;3d-graphics;3d-reconstruction;computer-vision;deep-learning;gaussian-splatting;machine-learning;nerf;photogrammetry;pytorch,python,"{'merge_commit_hash': '2dc15df7ea76bdc4f9f14fef8f33e9e6ac8d58e1', 'parents': ['c0e57ab10a0700ea3b3179fac39f6f79bfdd69b1', 'cef95890f3e11196ddd6285952cb93064f7160ed'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['nerfstudio/scripts/exporter.py']}",medium,day,easy,2063,85,40,1459,118,243,10799,77808,414209,2025-07-29T02:28:48,merge,2dc15df7ea76bdc4f9f14fef8f33e9e6ac8d58e1
591399343469,reflex-dev/reflex-merge-00006,reflex-dev/reflex,main,Apache License 2.0,23710,2022-10-25T03:08:48,framework;gui;open-source;python;web,python,"{'merge_commit_hash': '3dcee7dea36382946319249724f9e9ac808c326e', 'parents': ['a0c33c02912273421c44c2c4d4869e65dcfaf5fc', 'ef93161840df472e14510c809b9ef9454a2519de'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['reflex/config.py']}",medium,day,easy,2671,150,103,1392,171,173,20737,62557,19983,2025-07-31T07:44:06,merge,3dcee7dea36382946319249724f9e9ac808c326e
924594756602,cpacker/MemGPT-merge-00004,cpacker/MemGPT,main,Apache License 2.0,12073,2023-10-11T07:38:37,chat;chatbot;gpt;gpt-4;llm;llm-agent,python,"{'merge_commit_hash': '4da0e4926f9bcc0e1b676ed71b05806b0ea631e4', 'parents': ['d7fa578e394522e71a9b43d3ecebebe4e2112011', 'c2e523d063e70199aa8a30327470502aa83a2d05'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['letta/agent.py']}",medium,day,easy,1464,119,46,1335,116,92,8292,33640,11576,2024-11-05T12:03:52,merge,4da0e4926f9bcc0e1b676ed71b05806b0ea631e4
515119082223,livekit/agents-merge-00001,livekit/agents,main,Apache License 2.0,6936,2023-10-19T11:00:55,agents;ai;openai;real-time;video;voice,python,"{'merge_commit_hash': '97b57945c62c2b9a9054d3d898d9f003e751fa01', 'parents': ['4749c0e827997c6e108b85464454decf29d5d56d', 'df083f0272def8e8a76c3665842d0e082034ff93'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['livekit-agents/livekit/agents/voice/agent_activity.py']}",medium,day,easy,2071,125,307,1122,87,162,12953,53878,6768,2025-07-30T01:16:41,merge,97b57945c62c2b9a9054d3d898d9f003e751fa01
703558503922,OpenAccess-AI-Collective/axolotl-merge-00006,OpenAccess-AI-Collective/axolotl,main,Apache License 2.0,6845,2023-04-14T04:25:47,,python,"{'merge_commit_hash': '99b3bc7fbd5c4f2052bfee482ce468dc1a49f50d', 'parents': ['4e38cea6b8d3df929b0a603b04cf08b3e3ec231e', '87455e7f3228972416904f2a23cc1b67a1d2d855'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['src/axolotl/utils/config/models/input/v0_4_1/__init__.py']}",medium,day,easy,1495,138,5,750,50,133,4646,25934,2547,2024-07-05T01:24:07,merge,99b3bc7fbd5c4f2052bfee482ce468dc1a49f50d
576835630666,xlang-ai/OSWorld-merge-00003,xlang-ai/OSWorld,main,Apache License 2.0,1998,2023-10-16T01:49:13,agent;artificial-intelligence;benchmark;cli;code-generation;gui;language-model;large-action-model;llm;multimodal;natural-language-processing;reinforcement-learning;rpa;vlm,python,"{'merge_commit_hash': 'e2a990de7bd087bd563ec314c4bf731831807088', 'parents': ['f349b1507cd26b27560bfed408bd4adf9b8d1534', '63e69cab08d906460ea23425adf909e4319f7586'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['desktop_env/server/main.py']}",medium,day,easy,1286,28,2,260,33,43,6031,64885,5488,2025-07-31T05:47:58,merge,e2a990de7bd087bd563ec314c4bf731831807088
186405798120,huggingface/lerobot-merge-00010,huggingface/lerobot,main,Apache License 2.0,16178,2024-01-26T03:50:41,,python,"{'merge_commit_hash': '670d7f485fe294eb731ae642714ac25f3894de46', 'parents': ['c993fea8ab3bdca278541fd33b45d609a5e53ec8', '9b9f4757fb7952fbe891968dcd0b554907f528d2'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['src/lerobot/datasets/utils.py']}",medium,day,easy,912,160,0,2244,134,106,12672,44075,13254,2025-07-28T03:28:55,merge,670d7f485fe294eb731ae642714ac25f3894de46
665074721362,vllm-project/llm-compressor-merge-00033,vllm-project/llm-compressor,main,Apache License 2.0,1723,2024-06-20T08:13:34,compression;quantization;sparsity,python,"{'merge_commit_hash': '15f900a4342fc1fea44a6a39acf28019a3233169', 'parents': ['95e90b942b61468aef1a1569f1e1a9ff683fe0e7', '9417d5cd566105f05fe85e0243c97339f73afa9b'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['src/llmcompressor/modifiers/quantization/quantization/base.py']}",medium,day,easy,2491,195,11,188,21,66,6802,30692,7261,2025-07-31T07:57:59,merge,15f900a4342fc1fea44a6a39acf28019a3233169
377849635108,Lightning-AI/lightning-thunder-merge-00001,Lightning-AI/lightning-thunder,main,Apache License 2.0,1384,2024-03-18T03:30:56,,python,"{'merge_commit_hash': '56dc94e80c6d2032c6f5cf7923f4606018eb46b5', 'parents': ['530d29cb2b191a3df0caa5daade1348b2007b736', 'e171edf7bf142d354efb9e2233cd225a13e7fd57'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['thunder/core/pytree.py']}",medium,day,easy,2531,80,5,104,40,63,23331,81053,23574,2025-07-30T02:52:39,merge,56dc94e80c6d2032c6f5cf7923f4606018eb46b5
347639123651,unclecode/crawl4ai-merge-00006,unclecode/crawl4ai,main,Apache License 2.0,50139,2024-05-09T09:48:50,,python,"{'merge_commit_hash': '773ed7b281a05f3b9d4619586364df30e5dd0b42', 'parents': ['b55e27d2ef2bedecae53359fc71f4d0a6771e455', 'a55c2b3f88371570a5683be59e40f8ea609b0a19'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['crawl4ai/async_crawler_strategy.py']}",large,day,easy,971,96,6,4876,285,41,32401,138509,26444,2025-07-25T10:22:45,merge,773ed7b281a05f3b9d4619586364df30e5dd0b42
827456040353,modelscope/evalscope-merge-00010,modelscope/evalscope,main,Apache License 2.0,1410,2023-12-07T06:10:49,evaluation;llm;performance;rag;vlm,python,"{'merge_commit_hash': '735411b0e9f615fc9a1c30e652a51b6ccbb2eeb4', 'parents': ['98438d690bfa20e3bd9307e8ff80a57b19fe8131', '1b988782b1f15e5f7fb5637b03916782972bb5e5'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['evalscope/report/app.py']}",medium,day,easy,436,165,31,154,8,24,13911,59631,8705,2025-07-29T06:13:07,merge,735411b0e9f615fc9a1c30e652a51b6ccbb2eeb4
607565471680,lxml/lxml-merge-00000,lxml/lxml,master,BSD 3-Clause New or Revised License,2882,2011-02-11T05:43:11,,python,"{'merge_commit_hash': '0dde4c3354cf815bce6f0cd68639c68499493d5c', 'parents': ['56367fa7ae889e23b27be00bf3ca500fc6a23dc0', 'c66ddaf6201ee5c1226212fbddbdf709803830d1'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['buildlibxml.py']}",medium,day,easy,6630,28,33,588,83,162,16994,65490,13497,2025-07-27T01:46:25,merge,0dde4c3354cf815bce6f0cd68639c68499493d5c
723936215149,pytorch/torchchat-merge-00001,pytorch/torchchat,main,BSD 3-Clause New or Revised License,3597,2024-03-22T06:15:54,llm;local;pytorch,python,"{'merge_commit_hash': '49aa45ed73e4c996ec0439bfe27ed9cba8ad9347', 'parents': ['b20a9640b89c0bb00b59d50a20126ce6b26bac25', '964d43713bd993fc81cec71a6043b22550580692'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['torchchat/model.py']}",medium,day,easy,997,481,0,250,33,62,4111,19683,2801,2025-07-11T08:04:04,merge,49aa45ed73e4c996ec0439bfe27ed9cba8ad9347
187746171887,opentensor/bittensor-merge-00007,opentensor/bittensor,master,MIT License,1204,2020-07-28T11:12:38,ai;blockchain;cryptocurrency;deep-learning;machine-learning;neural-networks;p2p;p2p-network;polkadot;pytorch;substrate;torch,python,"{'merge_commit_hash': '9e8ac5f6a65fd67f1c0fb9de0c0faeec91ca7481', 'parents': ['29a0fa0b84d07d95e79dca07741333aed246358e', 'ac475f01ca2c1fbaf165743eb344b1eea371ed60'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['bittensor/core/axon.py']}",medium,day,easy,7734,143,118,398,38,93,10439,53618,12605,2025-07-18T06:04:40,merge,9e8ac5f6a65fd67f1c0fb9de0c0faeec91ca7481
70914489925,run-llama/llama_parse-merge-00000,run-llama/llama_parse,main,MIT License,3643,2024-01-31T06:33:07,document;document-parser;document-parsing;docx-to-markdown;parsing;pdf;pdf-document-processor;pdf-to-excel;pdf-to-json;pdf-to-markdown;pdf-to-text;ppt;ppt-to-json;ppt-to-markdown;pptx;structured-data;tables,python,"{'merge_commit_hash': 'b17f882849e868a13c806e03b6f46e9fde92c3e2', 'parents': ['abea631210907e6c6c67a0dbbc721a7793df0977', '53b78fcd7d3aa093763a94b392352b1789797b51'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['llama_cloud_services/parse/base.py']}",small,day,easy,233,110,30,351,25,28,310,5284,22439,2025-01-24T02:17:01,merge,b17f882849e868a13c806e03b6f46e9fde92c3e2
219666136048,OpenDevin/OpenDevin-merge-00028,OpenDevin/OpenDevin,main,MIT License,30150,2024-03-13T03:33:31,agent;artificial-intelligence;llm,python,"{'merge_commit_hash': 'c987504145b9831cbe00852239da58af4450f5e4', 'parents': ['b6a76a5a4a85e8f5fb94452fd8006a25b283b5fd', '03b8b8c19a479a6b3c7961df4abf15359ebdedeb'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['evaluation/benchmarks/swe_bench/run_infer.py']}",medium,day,easy,1713,39,8,3477,281,167,8627,70617,5145,2024-08-18T01:45:45,merge,c987504145b9831cbe00852239da58af4450f5e4
165509720786,OpenDevin/OpenDevin-merge-00035,OpenDevin/OpenDevin,main,MIT License,30150,2024-03-13T03:33:31,agent;artificial-intelligence;llm,python,"{'merge_commit_hash': '77aec92a52e0dc2764d3626b894b3e1cbe387a9c', 'parents': ['cbd498826992692215574d63e03c70af71814809', '31749fc522a078c3ab3dc002febb9d2d3b8ebefc'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 1, 'total_number_of_merge_conflicts': 1, 'files_in_merge_conflict': ['opendevin/core/main.py']}",medium,day,easy,1713,39,8,3477,281,167,8627,70617,5145,2024-08-18T01:45:45,merge,77aec92a52e0dc2764d3626b894b3e1cbe387a9c
817039103073,firebase/firebase-admin-python-merge-00000,firebase/firebase-admin-python,master,Apache License 2.0,1099,2017-03-14T05:40:16,authentication;firebase;firebase-admin;firebase-admin-sdk;firebase-auth;firebase-authentication;python,python,"{'merge_commit_hash': 'c6423af7a5482442427bc5abe6ec4c64ef46c440', 'parents': ['1c27d548e4496aa072120648637615ed4b3229a8', 'fa8b1b0688f22d5c7a84360ff6ad5bdbd9a77bf0'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 2, 'total_number_of_merge_conflicts': 11, 'files_in_merge_conflict': ['firebase_admin/remote_config.py', 'tests/test_remote_config.py']}",medium,day,hard,365,48,58,343,83,57,5606,23153,5562,2025-07-31T08:31:52,merge,c6423af7a5482442427bc5abe6ec4c64ef46c440
304231110873,huggingface/transformers-merge-00013,huggingface/transformers,main,Apache License 2.0,147507,2018-10-29T01:56:00,audio;deep-learning;deepseek;gemma;glm;hacktoberfest;llm;machine-learning;model-hub;natural-language-processing;nlp;pretrained-models;python;pytorch;pytorch-transformers;qwen;speech-recognition;transformer;vlm,python,"{'merge_commit_hash': 'c0f47462e7dcd2bd13b62fd1822a9d284eca03aa', 'parents': ['f49e811d9eba912f99e6a44150f4e40680318099', 'bda75b4011239d065de84aa3e744b67ebfa7b245'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 2, 'total_number_of_merge_conflicts': 8, 'files_in_merge_conflict': ['src/transformers/trainer.py', 'src/transformers/training_args.py']}",huge,day,hard,19796,888,217,29792,1155,436,320621,1241373,330807,2025-07-26T10:26:36,merge,c0f47462e7dcd2bd13b62fd1822a9d284eca03aa
918843417252,huggingface/transformers-merge-00017,huggingface/transformers,main,Apache License 2.0,147507,2018-10-29T01:56:00,audio;deep-learning;deepseek;gemma;glm;hacktoberfest;llm;machine-learning;model-hub;natural-language-processing;nlp;pretrained-models;python;pytorch;pytorch-transformers;qwen;speech-recognition;transformer;vlm,python,"{'merge_commit_hash': '85c71b004b8e3dbd72e51d0d64f55a53eee7ba87', 'parents': ['da60604f2c9303f0edac5018ced27b34e978f95d', '3b9770581e4552359ca227da57486dfc89e045a4'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 2, 'total_number_of_merge_conflicts': 5, 'files_in_merge_conflict': ['src/transformers/cache_utils.py', 'tests/utils/test_cache_utils.py']}",huge,day,hard,19796,888,217,29792,1155,436,320621,1241373,330807,2025-07-26T10:26:36,merge,85c71b004b8e3dbd72e51d0d64f55a53eee7ba87
499864541374,mlrun/mlrun-merge-00004,mlrun/mlrun,development,Apache License 2.0,1562,2019-09-01T04:59:19,data-engineering;data-science;experiment-tracking;kubernetes;machine-learning;mlops;mlops-workflow;model-serving;python;workflow,python,"{'merge_commit_hash': '53027b80d8dd22bbba1393fc6c0e44cd01c53f73', 'parents': ['ba77e354faa886832feccb2ed4b58cb58b685d40', '3e10eb76003fa143a1ed225931eae7158d09b113'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 4, 'total_number_of_merge_conflicts': 8, 'files_in_merge_conflict': ['server/py/services/api/launcher.py', 'server/py/services/api/main.py', 'tests/system/feature_store/test_sql_db.py', 'tests/system/runtimes/test_kubejob.py']}",large,day,hard,6702,62,719,271,27,77,44910,301264,96864,2025-07-31T06:29:37,merge,53027b80d8dd22bbba1393fc6c0e44cd01c53f73
46568911574,dbt-labs/dbt-core-merge-00001,dbt-labs/dbt-core,main,Apache License 2.0,11185,2016-03-10T02:38:00,analytics;business-intelligence;data-modeling;dbt-viewpoint;elt;pypa;slack,python,"{'merge_commit_hash': 'a1466420e21025f6abc97e921ea2a809feca7e05', 'parents': ['0744fd7aab4297a268c316653f28f47b59293ca7', '5e3d418264bf1d3482c1e3c74784badfc10557bc'], 'after_date_filter': True, 'number_of_files_with_merge_conflict': 8, 'total_number_of_merge_conflicts': 20, 'files_in_merge_conflict': ['core/dbt/contracts/files.py', 'core/dbt/contracts/graph/unparsed.py', 'core/dbt/contracts/project.py', 'core/dbt/parser/schemas.py', 'core/setup.py', 'tests/unit/contracts/graph/test_manifest.py', 'tests/unit/contracts/graph/test_nodes.py', 'tests/unit/contracts/graph/test_nodes_parsed.py']}",large,day,hard,7136,731,283,1781,146,302,28222,245677,33277,2025-07-29T03:05:30,merge,a1466420e21025f6abc97e921ea2a809feca7e05
