id,model_name,eval_method,repo,n_files,bypass_method,difficulty,project_size,tokens_system_prompt,tokens_original,tokens_diff_a,tokens_diff_b,tokens_output,tokens_total,tokens_in,tokens_out,tokens_per_sec,bleu3,rouge_l,similarity,exact_match,best_judgement,total_cost_sum,processing_time_s_sum
263056810,,base_b,pypsa/pypsa,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.2862386344165812,0.5954356846473029,0.4217797643234457,False,True,0.0,2.096
710570432,,base_b,google/oss-fuzz-gen,2,,hard,medium,0,0,0,0,0,0,0,0,0.0,0.9399968330504749,0.9719839979573783,0.9448105825587287,False,True,0.0,21.74
1506393014,,base_b,allenai/open-instruct,1,,medium,medium,0,0,0,0,0,0,0,0,0.0,0.9934426009207952,0.9944480034166132,0.9669289663972778,False,True,0.0,10.705
4734101411,,base_b,pypsa/pypsa,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.5111473795958653,0.7336139506915212,0.5853042785011959,False,True,0.0,2.369
4886326609,,base_b,cpacker/MemGPT,3,,hard,medium,0,0,0,0,0,0,0,0,0.0,0.8691357013288004,0.9191273477847813,0.8765831437581895,False,True,0.0,474.29999999999995
6184185624,,base_b,pyglet/pyglet,8,,hard,large,0,0,0,0,0,0,0,0,0.0,0.8514427490402223,0.871591105737038,0.8456074780371658,False,True,0.0,660.12
6478396692,,base_b,stanfordnlp/dspy,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.6586523491231001,0.8033472803347281,0.6521831284442561,False,True,0.0,3.61
7376742932,,base_b,h2oai/h2ogpt,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.78089666561908,0.5,0.4035087719298246,False,True,0.0,2.315
8911998967,,base_b,potpie-ai/potpie,1,,medium,medium,0,0,0,0,0,0,0,0,0.0,0.7721694836469605,0.8977635782747603,0.8103513411409142,False,True,0.0,2.144
9224866182,,base_b,redis/redis-py,2,,hard,medium,0,0,0,0,0,0,0,0,0.0,0.6936961595195141,0.8418116927520134,0.7345869422709284,False,True,0.0,8.242
9642666906,,base_b,Blaizzy/mlx-audio,1,,easy,huge,0,0,0,0,0,0,0,0,0.0,0.8753353720290868,0.9331006399069226,0.8783582089552239,False,True,0.0,2.538
12005941047,,base_b,google/maxtext,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.980902157680099,0.990175551618618,0.9821232960077896,False,True,0.0,78.965
12015123393,,base_b,intel/intel-extension-for-pytorch,1,,medium,large,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.9999489039905984,False,True,0.0,6.882
12375070959,,base_b,mosaicml/llm-foundry,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.974726941230722,0.9887278582930756,0.9794099569760296,False,True,0.0,1.969
12459398132,,base_b,pypose/pypose,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.8515968999837653,0.964059196617336,0.944544906570223,False,True,0.0,2.669
13222601357,,base_b,reflex-dev/reflex,2,,hard,medium,0,0,0,0,0,0,0,0,0.0,0.9994697796252585,0.9994306263110577,0.9988616694475199,False,True,0.0,128.424
14222973267,,base_b,lyft/cartography,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.9878572929706556,0.9949431099873578,0.9884201209617938,False,True,0.0,5.453
15620914083,,base_b,OpenDevin/OpenDevin,2,,hard,medium,0,0,0,0,0,0,0,0,0.0,0.9328774397553581,0.9176275330438017,0.8851636490419297,False,True,0.0,19.464
15863986603,,base_b,pytorch/rl,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.9965105411117556,0.9982574754304036,0.9970094086021506,False,True,0.0,51.864
16130294178,,base_b,alibaba/easyrec,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.9855495461707988,0.9854904236796286,0.9781416291444944,False,True,0.0,5.539
16441547268,,base_b,truera/trulens,1,,medium,large,0,0,0,0,0,0,0,0,0.0,0.9973804861102068,0.9986357435197818,0.997049751910956,False,True,0.0,2.088
18212518336,,base_b,huggingface/nanotron,1,,medium,medium,0,0,0,0,0,0,0,0,0.0,0.8382084366956064,0.9234629861982436,0.8183994172130294,False,True,0.0,2.403
18238461500,,base_b,marqo-ai/marqo,2,,hard,large,0,0,0,0,0,0,0,0,0.0,0.9247343740803027,0.8976654466317143,0.9612310805027042,False,True,0.0,14.866
18238994042,,base_b,OpenSPG/KAG,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.9769400651189568,0.9856639247943596,0.9710277270463225,False,True,0.0,4.553
18799775579,,base_b,crewAIInc/crewAI,1,,medium,large,0,0,0,0,0,0,0,0,0.0,0.9664833449074204,0.9797008547008548,0.9545624921910792,False,True,0.0,7.652
19494670087,,base_b,django-cms/django-cms,2,,hard,large,0,0,0,0,0,0,0,0,0.0,0.9740706080987701,0.9792671614100186,0.9971803069053709,False,True,0.0,9.682
19601435012,,base_b,gregpr07/browser-use,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.984560343401114,0.994505274134681,0.9811080636313768,False,True,0.0,82.521
20026615903,,base_b,modelscope/swift,2,,hard,medium,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.9999488752556237,False,True,0.0,5.698
20234665134,,base_b,gregpr07/browser-use,2,,hard,medium,0,0,0,0,0,0,0,0,0.0,0.9815919239414941,0.9881737592354536,0.9773493402151897,False,True,0.0,748.436
20517112572,,base_b,skfolio/skfolio,5,,hard,medium,0,0,0,0,0,0,0,0,0.0,0.9677872465540462,0.9854241144590589,0.97498367834894,False,True,0.0,96.89500000000001
21054225172,,base_b,huggingface/lerobot,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.9931659453551752,0.9881343095177986,0.9699862682272936,False,True,0.0,5.122
22342523083,,base_b,NovaSky-AI/SkyThought,3,,hard,large,0,0,0,0,0,0,0,0,0.0,0.6351891775034922,0.6467932009248774,0.5337641147086577,False,True,0.0,18.06
22924018001,,base_b,mlco2/codecarbon,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,True,True,0.0,1.552
23070523726,,base_b,pytorch/rl,2,,hard,large,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,True,True,0.0,491.004
23441962954,,base_b,TransformerLensOrg/TransformerLens,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,True,True,0.0,2.501
25148798218,,base_b,Agenta-AI/agenta,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.8589805739172669,0.9289303661162958,0.873342932327094,False,True,0.0,5.136
25505676981,,base_b,skypilot-org/skypilot,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.9924494267902964,0.994573158004592,0.987619138847646,False,True,0.0,19.679
25764051800,,base_b,capsize-games/airunner,1,,medium,large,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,True,True,0.0,2.258
26064677954,,base_b,h2oai/h2ogpt,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.78089666561908,0.5,0.368421052631579,False,True,0.0,1.905
26340290741,,base_b,weaviate/Verba,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.99504516320299,0.9974284244813988,0.9929887549112586,False,True,0.0,8.389
27198332737,,base_b,OpenDevin/OpenDevin,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,True,True,0.0,2.979
27393818973,,base_b,crewAIInc/crewAI,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.9360325103287348,0.9720018665422304,0.9457200350859089,False,True,0.0,7.938
27718122506,,base_b,pytorch/torchtune,3,,hard,large,0,0,0,0,0,0,0,0,0.0,0.8874104525825209,0.9377357212997021,0.8997107159937894,False,True,0.0,30.807000000000002
27727737447,,base_b,huggingface/nanotron,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.8615255803158539,0.9038131226382686,0.7773039474677335,False,True,0.0,7.426
27785054052,,base_b,unclecode/crawl4ai,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.9603606793806676,0.9779835585372768,0.962362549941661,False,True,0.0,23.441
29257980436,,base_b,QuivrHQ/MegaParse,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.2179438897845122,0.3734939759036144,0.2478713339640491,False,True,0.0,3.247
29794561326,,base_b,h2oai/h2ogpt,4,,hard,large,0,0,0,0,0,0,0,0,0.0,0.9443525283673897,0.8746924969249692,0.8311639250501668,False,True,0.0,117.476
30535717363,,base_b,pytorch/TensorRT,1,,easy,huge,0,0,0,0,0,0,0,0,0.0,0.9822226946277378,0.9918200408997956,0.97667638483965,False,True,0.0,1.967
31104414942,,base_b,unslothai/unsloth,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.9998628963144256,0.9998563424795288,0.9997390305856154,False,True,0.0,22.068
32019286296,,base_b,huggingface/text-generation-inference,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.9769369803503568,0.9886144683832544,0.9737207781592284,False,True,0.0,5.807
33086999729,,base_b,crewAIInc/crewAI,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.7127050743077001,0.8501006036217303,0.7496070065124635,False,True,0.0,2.443
33506985078,,base_b,OptimalScale/LMFlow,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.582271632075549,0.741815167840862,0.5299624211515233,False,True,0.0,5.427
33643660825,,base_b,OpenDevin/OpenDevin,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.9527373691105232,0.97330547818013,0.9528365484339348,False,True,0.0,15.446
33827669550,,base_b,opendilab/lightzero,1,,medium,medium,0,0,0,0,0,0,0,0,0.0,0.7472283644730467,0.8475777865301299,0.7507113354749886,False,True,0.0,6.002
34764634804,,base_b,vllm-project/llm-compressor,1,,medium,medium,0,0,0,0,0,0,0,0,0.0,0.6352330191847619,0.8,0.6609989373007439,False,True,0.0,1.646
35316595041,,base_b,XLabs-AI/x-flux-comfyui,1,,easy,small,0,0,0,0,0,0,0,0,0.0,0.988290285177988,0.9873679850900808,0.9582872928176795,False,True,0.0,7.78
35571962588,,base_b,vllm-project/llm-compressor,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.97225739586285,0.976019676163148,0.952057226929126,False,True,0.0,6.267
35906434848,,base_b,pyglet/pyglet,1,,easy,large,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,True,True,0.0,2.567
36389547520,,base_b,pyg-team/pytorch_geometric,1,,medium,large,0,0,0,0,0,0,0,0,0.0,0.9938089756350136,0.995774647887324,0.9925937852197714,False,True,0.0,9.062
36712893608,,base_b,skypilot-org/skypilot,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.993163145022506,0.9981994958588404,0.9969448857387266,False,True,0.0,8.861
37039043957,,base_b,google/oss-fuzz-gen,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.8609478740296023,0.9310793237971392,0.8605960264900663,False,True,0.0,4.331
37073897055,,base_b,khronosgroup/gltf-blender-io,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.9919505047917628,0.9961267045153076,0.992576166602391,False,True,0.0,71.998
38024136375,,base_b,reflex-dev/reflex,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.9928011655165856,0.9949418310571574,0.992289088063736,False,True,0.0,11.114
39207980038,,base_b,dgtlmoon/changedetection.io,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,True,True,0.0,6.842
39531423584,,base_b,potpie-ai/potpie,2,,hard,medium,0,0,0,0,0,0,0,0,0.0,0.99885373850407,0.9992435703479576,0.9934293726440155,False,True,0.0,22.684
39607804436,,base_b,MervinPraison/PraisonAI,1,,medium,large,0,0,0,0,0,0,0,0,0.0,0.9142875188316278,0.9526219288595528,0.894323001166994,False,True,0.0,77.67
39763624666,,base_b,allenai/open-instruct,2,,hard,medium,0,0,0,0,0,0,0,0,0.0,0.9679725375383349,0.9914502902724104,0.9712759021933002,False,True,0.0,178.074
40243567152,,base_b,OpenDevin/OpenDevin,1,,medium,medium,0,0,0,0,0,0,0,0,0.0,0.9588790242751908,0.9747381392483055,0.9549034125328127,False,True,0.0,4.261
40935863883,,base_b,khronosgroup/gltf-blender-io,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,0.9940287063700918,0.9960565231679264,0.9928169369066622,False,True,0.0,10.968
41150938572,,base_b,opendilab/lightzero,2,,hard,medium,0,0,0,0,0,0,0,0,0.0,0.9695579275444777,0.981677894463518,0.9671749662472634,False,True,0.0,11.802
41671245706,,base_b,unitaryai/detoxify,1,,easy,small,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,True,True,0.0,4.334
41736855244,,base_b,stanfordnlp/dspy,1,,easy,medium,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.9994862837768416,False,True,0.0,5.494
42053761198,,base_b,huggingface/transformers,1,,easy,huge,0,0,0,0,0,0,0,0,0.0,0.9939004296691628,0.9975223675154852,0.9944710794927312,False,True,0.0,48.14
42170627483,,base_b,comet-ml/opik,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.987495900494107,0.9936228363194656,0.9907277699953304,False,True,0.0,11.325
42427742358,,base_b,lotus-data/lotus,1,,easy,small,0,0,0,0,0,0,0,0,0.0,0.9753694330471806,0.9771197846567968,0.9638584247258224,False,True,0.0,2.781
42448858539,,base_b,embeddings-benchmark/mteb,1,,easy,large,0,0,0,0,0,0,0,0,0.0,0.9598908753280646,0.9797979797979798,0.9709976798143852,False,True,0.0,2.327
43632899249,,base_b,fixie-ai/ultravox,1,,easy,small,0,0,0,0,0,0,0,0,0.0,0.9691815139223972,0.9835716458777,0.9703060591690074,False,True,0.0,10.126
43732508883,,base_b,OpenAccess-AI-Collective/axolotl,1,,medium,medium,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,True,True,0.0,5.871
